grad_norm,proxy,step_0,step_1,step_2,step_3,step_4,grad_0,grad_1,grad_2,grad_3,grad_4
3.3406979955567384,0.10015222914801607,0.2925705909729004,-0.1422990560531616,0.0004899501800536554,-0.02998999999999996,1.0000000000000026e-05,-9.760192654345814e-05,4.7428727611939254e-05,1.6271428649341644e-06,-3.340697993792217,3.3466562854300698e-06
3.6077278025227053,-0.22413409668759054,0.08382923489724803,0.1067883545272365,-0.007422877139469597,0.05809043903193046,-4.4882581809110866e-17,-0.5585027356296951,0.2732573705088363,0.007945075708661287,-3.5537168034913678,0.011779524911048604
3.2055826294525196,-0.062297710611432675,-0.05698072746403082,-0.0213991671132812,0.002529361053819623,0.03379622163092811,1.184816811718517e-14,-0.8784995131585162,0.43067901067629594,0.010828301811051048,-3.0526036205427713,0.002841323620828005
5.680332435003599,-0.9698105085684597,0.020703818629227877,0.034892928457168,-0.006282097663505903,0.42193778461053233,-8.923424336688274e-15,-4.532801040412467,2.281488321818009,0.026956548993705844,-2.2643212291188513,-1.1776353652237497
12.60329988537126,-2.967216801978275,0.38188170857906734,0.5857799511193901,-0.034759185789287106,0.927595303016377,0.10593319360796442,-10.317655518990737,5.317182283650946,-0.015596868685880807,-1.787184615556413,-4.574106802652667
12.076875512084577,-0.33463250088614266,0.21505025598017224,0.3962242503582196,0.005232662905230279,6.502099060057276e-06,0.112792802625579,-10.508843997367526,5.290331116140052,-0.003988318120313878,-2.265786425334918,-1.5145007834489863
11.351981660266096,-0.4480673170802152,0.050826749900675594,-0.024209524715975816,-0.059099591414625896,-0.04957589766386561,-0.019232723107324018,-9.710899510904625,4.9230310058240185,-0.0010451790544432214,-2.574182249793494,-1.924387869498852
11.517590083108482,-0.02577425042670469,-0.010631831330931818,-0.008999010122998752,-0.0468733585040097,0.01087400782641601,0.06259250276920231,-9.979216221968656,5.009262215549821,0.00024304824820060275,-2.669465150481948,-0.9226986099866566
11.63961948432317,-0.042471273466607354,0.0029818037694935295,0.005692788771103019,-0.06221352958517898,0.004921682505515612,0.0761255065190164,-10.113243274532179,5.054276180548423,0.0007570299942464476,-2.7434421368025395,-0.3617584409906428
11.72228193060468,-0.042939330863708686,0.008603928362204472,0.012757084266479368,-0.0755168834674669,0.004139932266541857,0.0902947764198222,-10.186405780805611,5.086202741498028,0.0005206173270261639,-2.78756118744123,-0.09526256850278053
11.74269904933457,-0.006901274737515719,0.0006422717405859535,0.0009420406550032512,-0.019739781761916694,0.0013400468342110727,0.022786284276189117,-10.20438006952917,5.095605868663555,0.0005075815323602381,-2.7915321034819867,-0.061298031541176225
11.779747260148039,-0.011021252262329783,0.00048381994106605486,0.0005540813148591228,-0.0357481844846575,0.002894916419368121,0.04034263886781808,-10.23731169317848,5.11373480612537,0.000550224754646838,-2.7944991114548734,-0.01963557050341036
11.788968287155726,-0.00134027435997776,3.837602232115156e-05,0.00021499151469439592,-0.0083188822786526,0.000690265450147054,0.008895754098349584,-10.245676585068507,5.118437629145132,0.0005333600228135888,-2.7941573466161937,-0.012855511321759917
11.789541525245276,-0.00043881629694694156,0.0,-6.427947734632955e-05,-0.0015105841649557042,3.4969367921355854e-05,0.0009213609316524041,-10.246115896766625,5.118776104170908,0.0005450253581779186,-2.794347932829687,-0.012203856591601515
11.81739423598795,-0.000609073413942264,0.0,0.0009264670738385883,-0.0258208522717194,0.0019363834351264764,0.022928756922895976,-10.271611781280617,5.133499957418229,0.0004112736817769908,-2.791410227639225,0.002214156857796747
11.788934175868587,0.001965277539233792,0.0,-0.0007571085664341837,0.028917504697337598,-0.001971161381285169,-0.024248958317045544,-10.245761958554564,5.118341869300637,0.0005159339622190898,-2.7938745159683798,-0.013127200659446276
11.788651152862073,-0.0008058628618013013,0.0,-0.00013177723381219142,0.0017941722579983,4.218530924005037e-05,0.0011814536188321512,-10.245492884014144,5.11803271037996,0.000541583666801584,-2.7942371831979904,-0.012288762895808726
11.788059005283582,0.0004076872120318705,0.0,-1.2370881782297616e-06,-0.003893222913302498,-0.00013988879869630821,-0.0018496098156279839,-10.24479079673696,5.11806312693812,0.0005354952037345457,-2.79425129102401,-0.013634796403404023
11.787814095230953,-0.0004352091938296835,0.0,-8.633526872114938e-05,-5.823256969399865e-05,-4.08219963654588e-06,0.0003530882416543091,-10.244511572093561,5.117927174355598,0.0005505569333758055,-2.794492026455619,-0.013388126163607787
11.78773595756592,-0.0002699584953086009,-3.375077994860476e-14,-5.416669537983143e-05,-0.00045470774536680164,-3.6707507913291693e-06,0.00020704460152515258,-10.244391122665355,5.117906208015824,0.0005596767493892771,-2.794643058531366,-0.013245348817366647
11.787796126076632,-2.697545607981635e-07,3.375077994860476e-14,-2.5300066597289117e-08,-0.00028975994311399716,-7.875960772452117e-09,1.2581157893265527e-08,-10.24443635670409,5.117954208730336,0.0005594751328880054,-2.7946431242565692,-0.01324597143043884
11.788096109230185,-6.654865736259422e-07,0.0,-3.404771242720983e-09,-0.0014466375709726031,-5.3482378747915504e-08,-7.788640005168546e-07,-10.244661945140903,5.118193585248936,0.0005584288587095998,-2.7946431020521088,-0.013249696450730954
11.789574452532525,-3.2625704250391584e-06,-8.415490526658687e-13,-1.715629160958798e-08,-0.007197308688722301,-2.6943944031465605e-07,-3.923839939190543e-06,-10.245772852951058,5.119374851000784,0.0005529567914658327,-2.7946429448445285,-0.013268667941775204
11.795850553113445,-1.3047051588341174e-05,8.415490526658687e-13,-9.026442981951988e-08,-0.0321957378123554,-1.4173992204380426e-06,-2.0641534636323122e-05,-10.250469941890943,5.124427606547936,0.000522475396281081,-2.794641132072374,-0.013364766182248735
11.797669535659868,-3.578415223871245e-06,0.0,-3.682375937508198e-08,-0.01002223536957526,-5.782973626633492e-07,-8.421757895504811e-06,-10.251823402345726,5.125907719469009,0.0005107283485017447,-2.7946401639578964,-0.013399417575113919
